algorithm_1,algorithm_2,algorithm_3,algorithm_4
-0.0,-0.0,0.0,0.0
-8.398848069321786e-06,3.6486706557888607e-06,8.387248834551615e-06,2.976236212835441e-07
1.8063060841969808e-05,4.509371491458328e-05,3.371657941645655e-06,7.770628187084141e-06
-2.138526923903228e-06,0.00016492083499560438,-2.3368142983916483e-05,2.8618595757971753e-05
-7.095542212581842e-05,0.00027628459905358296,7.064077014046682e-05,3.8212470442961685e-05
-0.0003150888916518696,0.0001689138289046998,1.4519993475859235e-05,-7.702650380085844e-05
-0.00011533210531801196,9.04404550521692e-05,0.00011451257548379074,-9.506190414056139e-05
0.00026327708672423773,0.0006821579230102279,0.00018734166101210358,-0.00010125026786570754
0.0009086384399793727,0.0008626677890080069,0.0001693467591744275,7.145584017029266e-05
0.0012053176541976583,0.0005026749930742183,0.0005585434873936373,0.00014343507951658412
-8.34352543485295e-05,0.0003830394113227964,0.00042885163969258645,0.00021200914190739898
0.0001489461132799887,0.00022868838689395871,0.00036848278615214035,0.0008937216079912169
0.0019232286014975496,0.0013562649257840142,-0.0006241773017781305,0.00019153220387611793
0.0002129771271960081,0.001178612113227986,8.680823760375698e-05,0.0001936947412067688
0.0013951628491055748,0.002390288941139448,0.0007821886233273221,-3.862681156758578e-05
0.0037517631363245046,0.0023711256024740164,0.0005484897531881113,-0.000519943595208456
0.0015056654616012438,0.002504980562579206,-0.00036317327558409477,-0.000505482491312981
-0.001683597486258222,0.005949805085362094,0.00017739598266870303,0.0005225856504714381
0.0028326736411986996,-0.000996291904611553,0.00015947918029364787,0.0016311025468550419
0.0021307079552789895,0.0015398009136158213,0.002351922890218191,-0.0003363489028278047
0.006252854020474618,0.0019132752844904638,0.0010774519668064677,0.0016397853519639406
0.008077472559535287,0.005518439245295589,0.002020423309765795,0.0011603060012479317
0.004638538309237977,-0.0003476673144815898,-9.289689338382928e-05,-0.0022040891310356778
-0.00021721290458983193,0.00046301911820955765,-0.0024671890876907967,0.0021630071614995834
-0.0048796091210941035,0.001544151497221264,-0.002526024311917326,-0.0023073062344572395
0.005692297798575583,-0.00015973035305843767,0.0005630061562196607,0.0006328984543387346
0.007288877301329686,0.005219536653477529,0.0018315987345645234,0.0006671806093443183
0.015097879755022383,-0.0016292117955758886,0.00573522357462001,0.006074543264898752
0.008063478503034465,0.01502169354216497,0.0040613476731436145,0.001400830170797804
-0.0047057808125613495,0.01848065052308909,-0.000750622251135707,0.0025408931145892064
0.011339871282849492,-0.00535041841280638,0.007008936095877887,0.004084890234819821
-0.0006107562749047221,0.013828326983724713,0.002306601024520764,0.009657262309322937
0.007705195458651256,0.004842875754947097,0.00017267710010432846,0.004779440107568325
0.00697107059009376,0.008405307613920759,0.0014516652478563504,0.0002549941804613413
0.0010115323858918357,0.011466839352707685,0.0039799506881080336,-0.002326790357387729
0.018935711582852562,0.021246800867751426,0.004181644169693496,0.0017801772163353493
0.010146748236425031,-0.009005827634244937,0.006495885281145608,-0.0010465533128310102
0.0024436560832175333,0.014718723172619743,-0.007730773387783407,-0.0070206958769465
0.007937143674253418,0.027421376026107693,-0.006510904798454679,-0.0029436109887213107
0.01154835641496218,0.0020699444569859957,0.0002802660926120423,-0.0036054721094389117
0.006138042927510011,0.0174886447140743,0.0027432871082785737,0.005036838699833347
0.013569769437935641,0.004318578623298219,0.02039498896406718,-0.0006366506766860822
0.009602087354619935,0.030405567835135247,0.002861696403246996,-0.005251568290346211
0.008825568014725133,-0.01446445481741653,0.0029536260807045338,0.0007969060706003559
0.03805745064576359,0.013944913834071624,0.0009739835062931715,0.007267500895160942
0.026533107186777136,0.029331263076961697,0.016555647166674556,-0.010612324795461411
-0.006916877331510907,0.012645874293521887,0.009055507318390022,-0.0025265048987951925
0.018256753745762952,0.02197828905875227,0.0174210160901784,0.010035661073741629
-0.0009548476220581548,0.03193905786559525,0.00011215016787618641,0.012092221931379894
0.03413236472569397,0.009923388450127505,0.007897554960479983,-0.005252972793694176
0.01471775281719139,-0.010307644583660262,0.00789494374891118,-0.01056674889874209
0.005757011699482357,0.016612516823892053,-0.0050156171902641464,-0.005442638058477868
0.015253116301513873,0.009903650853628654,-0.017773292580307774,0.01762691814746836
0.029185297516310296,0.045821500549986856,0.0057641152580893374,0.011554753106003342
0.050820993087830904,-0.0010717952245388083,0.013069650683897807,0.00130124251706609
0.05090999999040949,0.031098677940658244,-0.003590631693201955,-0.004052646204368432
0.0529722727025857,-0.010353969869068292,0.012696380619140447,0.004809620778622298
0.027466748780040285,0.0026878211159238117,-0.015408578154196603,-0.00828183725291963
0.015805939573545296,0.012946911342310173,-0.0002945283206629772,-0.013254430694428892
-0.009558715257077842,0.04459567946255689,0.005535388451353008,0.01151988486331862
0.03864559943023863,0.033009538145151104,0.019066235013241978,0.012959917531133139
0.07129694952501182,0.04100315696644039,0.008935553322286204,0.030880023017262552
0.052917145847321795,0.02055273796838067,0.012953006935947805,-0.00853851841575123
0.038962831273258246,0.10885768841437644,0.01062661530672249,0.03221781895899486
0.032997779880356376,0.020467413135767668,0.003878354836015849,-0.01336782233686742
-0.04000755584295177,-0.013801053460292147,0.026756553371455074,0.007739788283537303
0.055323339974566614,0.05812644713970417,-0.03773994054718194,0.01362207881876202
0.045553631888019544,0.10192491716063161,0.034982753952707224,-0.00582747388278086
0.03175988680700676,-0.006335548971825576,-0.031333545316284024,0.002403545049635519
0.07201533274552371,0.03378156037093785,0.01276339748233978,0.010482377243051904
0.06711906646864292,0.10189396324322285,0.026620596219326942,0.011850276532156185
0.08454528508539698,0.05836507442334579,0.0007546496542885649,0.021381863363492376
0.010356743753677703,0.045480032631942245,-0.004449577739008812,-0.0056832359739852276
0.0246364945213284,0.14997046437459924,-0.022538107724287382,0.0026938279944319957
0.16759008935600497,0.028660895011486786,0.009246861029355534,0.006916739499253789
0.10401636261098117,0.07203662197976178,0.013304242095095804,0.021556133119989204
0.006400542163961529,0.015486645618815728,-0.0014540516984858137,0.00198277317873742
0.023568086845660252,0.035862763723371834,-0.023875759672819578,0.012362412514249427
0.10539769177989233,0.0350016763185944,0.04857625374586506,0.05083950763450558
0.01192306367766933,0.02633136403954674,0.005319341089406491,0.01795228078209453
-0.02360275182267899,0.030138336034137934,0.055450846441699383,0.023633482007465557
0.10630570427799062,0.06328658236416822,0.06213956204561343,-0.03915859867799716
0.09406493878658334,0.10230163206410954,0.059824385053691344,-0.04521958096173067
0.12865544812996285,-0.019271880490956173,0.03740113369291332,-0.01078389689222559
0.22592173092461415,0.09249351353276761,-0.005765810935170179,0.04651276807355958
0.09741685471466228,0.0835389113964886,0.020229045900145577,0.07053546991963143
0.07415933720234172,0.078876550751386,0.03731333288102196,-0.017302494032269695
0.029742496920270353,0.0658345015605295,-0.00423010345924228,0.018950348176959297
0.1402115153868634,-0.044909668461104175,0.06526848942454412,0.05800669456839204
0.10755501778785369,-0.07688235750627817,0.10090084840891059,0.025345278246219217
0.04646801281121556,0.06316993948959142,0.06542592529971986,0.040572008255508205
0.035377768917167755,0.21369435066514983,0.0374690395747843,-0.014753106150730218
0.0410904976449682,0.0987118504090936,0.07986680729372307,-0.06350072148848285
-0.02970307232299489,0.024409630912146856,0.027945245365372254,0.009548739903115508
0.19034335866405072,-0.015470433193797676,-0.008818304993957594,0.07175101714354142
-0.0023300299029576986,0.20806238918923323,0.01788850055813201,0.016425104678233014
0.06808728406034416,0.1308930899308167,0.013404024620891334,0.002319718246295116
0.13551801233147187,0.24410543378066893,0.08820933856748546,-0.09044211399448285
0.04776750353658485,0.0893514915236477,0.06808654082581996,-0.03620725112834436
0.12755153258986424,0.08137619309895805,0.09747224489618225,0.02281455511146049
0.06471894296568154,0.12892511549541305,0.0407230984624038,-0.026019870062477843
0.06836780929105354,0.248193392599579,0.06204302094066995,-0.000862104564506506
0.06764216456891328,-0.14289151547007778,0.0636653195771286,0.0536284955367097
0.23612723810845998,0.03429397253889488,0.018554637018882145,-0.005080430857082618
0.105661114619836,0.07791161444652508,-0.023884556859098384,0.03738993620125506
0.36509346714216184,0.14795796737778366,-0.00029118750506801594,-0.012596033189831332
0.09607016328526144,0.07179639540619219,0.001985100060934033,-0.01734443413765657
0.05741891958666116,0.19794372635934518,0.011530694295362414,0.01156370222343994
0.25700263807681045,0.19251186100309806,0.015441489903480394,0.019740828375265397
0.22047465359576365,0.15109587777863065,0.08308781315727437,-0.03075829696320712
0.23975849064565696,0.14828207802928894,0.05671138773203685,-0.019184563947677865
0.1454249368717119,-0.020151267154002856,-0.04167677601316317,0.09482697455494149
0.1258406532203536,0.1634685827582554,0.06475125385067235,0.09314363579893983
0.030213415956104155,0.06047906053390958,0.08370751924041617,0.02176042910572812
0.06982437761948795,0.25899244502263125,0.0531436325350638,0.118038755608656
0.062401633288542833,-0.12353083710016328,0.01315002034093799,0.06558693134978691
0.21892056644884775,-0.03243886789740443,0.10851801781625527,-0.003044848305834385
0.3420328536987887,0.22935699241224308,0.15871183332346367,0.07355810484410141
0.11245156357404909,0.22194170067797966,0.10071781494819596,-0.013530176050587988
-0.07810676856278442,-0.1420801988466929,-0.027049352014080992,0.10781448359630579
0.05076832859053428,0.330687527294692,0.13277087747246438,0.1290804909762709
0.15476504699812357,-0.05147628373046707,0.09036705666294328,0.09561678366291748
0.14739520481488352,0.1792006096599497,0.03269642874687223,0.10696984835363929
0.07701586719149302,0.14467569413834977,0.08721589344554889,0.11559022310290573
0.10038378970523014,0.22505358548904347,0.1124557034909399,0.05348167854613736
